gene_ID,transcript_ID,protein_ID
LOC118429347,XM_035839828.1,XP_035695721.1
LOC118429348,XM_035839830.1,XP_035695723.1
LOC118429349,XM_035839831.1,XP_035695724.1
LOC118429350,XM_035839832.1,XP_035695725.1
LOC118429351,XM_035839833.1,XP_035695726.1
LOC118429352,XM_035839834.1,XP_035695727.1
LOC118429353,XM_035839835.1,XP_035695728.1
LOC118429354,XM_035839836.1,XP_035695729.1
LOC118429356,XM_035839837.1,XP_035695730.1
LOC118429357,XM_035839838.1,XP_035695731.1
LOC118429358,XM_035839839.1,XP_035695732.1
LOC118429359,XM_035839840.1,XP_035695733.1
LOC118429360,XM_035839872.1,XP_035695765.1
LOC118429361,XM_035839841.1,XP_035695734.1
LOC118429362,XM_035839842.1,XP_035695735.1
LOC118429363,XM_035839843.1,XP_035695736.1
LOC118429364,XM_035839845.1,XP_035695738.1
LOC118429365,XM_035839844.1,XP_035695737.1
LOC118429366,XM_035839846.1,XP_035695739.1
LOC118429367,XM_035839847.1,XP_035695740.1
LOC118429368,XM_035839848.1,XP_035695741.1
LOC118429369,XM_035839849.1,XP_035695742.1
LOC118429370,XM_035839850.1,XP_035695743.1
LOC118429371,XM_035839851.1,XP_035695744.1
LOC118429372,XM_035839852.1,XP_035695745.1
LOC118429373,XM_035839856.1,XP_035695749.1
LOC118429374,XM_035839853.1,XP_035695746.1
LOC118429375,XM_035839854.1,XP_035695747.1
LOC118429376,XM_035839855.1,XP_035695748.1
LOC118429377,XM_035839857.1,XP_035695750.1
LOC118429378,XM_035839858.1,XP_035695751.1
LOC118429379,XM_035839859.1,XP_035695752.1
LOC118429380,XM_035839860.1,XP_035695753.1
LOC118429381,XM_035839861.1,XP_035695754.1
LOC118429382,XM_035839862.1,XP_035695755.1
LOC118429383,XM_035839865.1,XP_035695758.1
LOC118429384,XM_035839863.1,XP_035695756.1
LOC118429385,XM_035839864.1,XP_035695757.1
LOC118429387,XM_035839866.1,XP_035695759.1
LOC118429388,XM_035839867.1,XP_035695760.1
LOC118429389,XM_035839868.1,XP_035695761.1
LOC118429390,XM_035839869.1,XP_035695762.1
LOC118429391,XM_035839871.1,XP_035695764.1
LOC118429392,XM_035839874.1,XP_035695767.1
LOC118429393,XM_035839875.1,XP_035695768.1
LOC118429394,XM_035839876.1,XP_035695769.1
LOC118429395,XM_035839877.1,XP_035695770.1
LOC118429396,XM_035839878.1,XP_035695771.1
LOC118429397,XM_035839879.1,XP_035695772.1
LOC118429398,XM_035839880.1,XP_035695773.1
LOC118429399,XM_035839882.1,XP_035695775.1
LOC118429401,XM_035839883.1,XP_035695776.1
LOC118429402,XM_035839884.1,XP_035695777.1
LOC118429403,XM_035839885.1,XP_035695778.1
LOC118429404,XM_035839886.1,XP_035695779.1
LOC118429405,XM_035839887.1,XP_035695780.1
LOC118429406,XM_035839891.1,XP_035695784.1
LOC118429407,XM_035839888.1,XP_035695781.1
LOC118429408,XM_035839889.1,XP_035695782.1
LOC118429409,XM_035839890.1,XP_035695783.1
LOC118429410,XM_035839892.1,XP_035695785.1
LOC118429411,XM_035839893.1,XP_035695786.1
LOC118429412,XM_035839894.1,XP_035695787.1
LOC118429413,XM_035839895.1,XP_035695788.1
LOC118429414,XM_035839899.1,XP_035695792.1
LOC118429415,XM_035839904.1,XP_035695797.1
LOC118429416,XM_035839902.1,XP_035695795.1
LOC118429417,XM_035839903.1,XP_035695796.1
LOC118429418,XM_035839905.1,XP_035695798.1
LOC118429419,XM_035839906.1,XP_035695799.1
LOC118429420,XM_035839907.1,XP_035695800.1
LOC118429421,XM_035839908.1,XP_035695801.1
LOC118429422,XM_035839909.1,XP_035695802.1
LOC118429423,XM_035839910.1,XP_035695803.1
LOC118429424,XM_035839911.1,XP_035695804.1
LOC118429425,XM_035839915.1,XP_035695808.1
LOC118429426,XM_035839912.1,XP_035695805.1
LOC118429427,XM_035839913.1,XP_035695806.1
LOC118429428,XM_035839914.1,XP_035695807.1
LOC118429429,XM_035839916.1,XP_035695809.1
LOC118429430,XM_035839917.1,XP_035695810.1
LOC118429431,XM_035839918.1,XP_035695811.1
LOC118429432,XM_035839919.1,XP_035695812.1
LOC118429433,XM_035839920.1,XP_035695813.1
LOC118429435,XM_035839921.1,XP_035695814.1
LOC118429436,XM_035839922.1,XP_035695815.1
LOC118429437,XM_035839923.1,XP_035695816.1
LOC118429438,XM_035839924.1,XP_035695817.1
LOC118429439,XM_035839925.1,XP_035695818.1
LOC118429440,XM_035839926.1,XP_035695819.1
LOC118429441,XM_035839927.1,XP_035695820.1
LOC118429443,XM_035839928.1,XP_035695821.1
LOC118429444,XM_035839929.1,XP_035695822.1
LOC118429445,XM_035839930.1,XP_035695823.1
LOC118429446,XM_035839931.1,XP_035695824.1
LOC118429448,XM_035839932.1,XP_035695825.1
LOC118429449,XM_035839933.1,XP_035695826.1
LOC118429450,XM_035839937.1,XP_035695830.1
LOC118429451,XM_035839934.1,XP_035695827.1
LOC118429452,XM_035839935.1,XP_035695828.1
LOC118429453,XM_035839938.1,XP_035695831.1
LOC118429454,XM_035839939.1,XP_035695832.1
LOC118429455,XM_035839940.1,XP_035695833.1
LOC118429456,XM_035839941.1,XP_035695834.1
LOC118429457,XM_035839942.1,XP_035695835.1
LOC118429458,XM_035839943.1,XP_035695836.1
LOC118429459,XM_035839944.1,XP_035695837.1
LOC118429460,XM_035839984.1,XP_035695877.1
LOC118429462,XM_035839945.1,XP_035695838.1
LOC118429463,XM_035839946.1,XP_035695839.1
LOC118429464,XM_035839947.1,XP_035695840.1
LOC118429465,XM_035839948.1,XP_035695841.1
LOC118429466,XM_035839952.1,XP_035695845.1
LOC118429467,XM_035839956.1,XP_035695849.1
LOC118429468,XM_035839953.1,XP_035695846.1
LOC118429469,XM_035839954.1,XP_035695847.1
LOC118429470,XM_035839955.1,XP_035695848.1
LOC118429471,XM_035839961.1,XP_035695854.1
LOC118429472,XM_035839962.1,XP_035695855.1
LOC118429473,XM_035839963.1,XP_035695856.1
LOC118429474,XM_035839964.1,XP_035695857.1
LOC118429475,XM_035839966.1,XP_035695859.1
LOC118429476,XM_035839967.1,XP_035695860.1
LOC118429477,XM_035839970.1,XP_035695863.1
LOC118429478,XM_035839972.1,XP_035695865.1
LOC118429479,XM_035839974.1,XP_035695867.1
LOC118429480,XM_035839975.1,XP_035695868.1
LOC118429483,XM_035839976.1,XP_035695869.1
LOC118429484,XM_035839978.1,XP_035695871.1
LOC118429485,XM_035839980.1,XP_035695873.1
LOC118429486,XM_035839985.1,XP_035695878.1
LOC118429487,XM_035839982.1,XP_035695875.1
LOC118429488,XM_035839983.1,XP_035695876.1
LOC118429489,XM_035839987.1,XP_035695880.1
LOC118429490,XM_035839988.1,XP_035695881.1
LOC118429491,XM_035839990.1,XP_035695883.1
LOC118429492,XM_035839991.1,XP_035695884.1
LOC118429493,XM_035839992.1,XP_035695885.1
LOC118429494,XM_035839994.1,XP_035695887.1
LOC118429495,XM_035839995.1,XP_035695888.1
LOC118429496,XM_035839996.1,XP_035695889.1
LOC118429497,XM_035839997.1,XP_035695890.1
LOC118429498,XM_035839998.1,XP_035695891.1
LOC118429500,XM_035839999.1,XP_035695892.1
LOC118429502,XM_035840002.1,XP_035695895.1
LOC118429504,XM_035840000.1,XP_035695893.1
LOC118429505,XM_035840001.1,XP_035695894.1
LOC118429506,XM_035840003.1,XP_035695896.1
LOC118429507,XM_035840004.1,XP_035695897.1
LOC118429508,XM_035840005.1,XP_035695898.1
LOC118429509,XM_035840006.1,XP_035695899.1
LOC118429510,XM_035840008.1,XP_035695901.1
LOC118429511,XM_035840009.1,XP_035695902.1
LOC118429512,XM_035840010.1,XP_035695903.1
LOC118429513,XM_035840014.1,XP_035695907.1
LOC118429514,XM_035840011.1,XP_035695904.1
LOC118429515,XM_035840013.1,XP_035695906.1
LOC118429516,XM_035840015.1,XP_035695908.1
LOC118429517,XM_035840017.1,XP_035695910.1
LOC118429520,XM_035840018.1,XP_035695911.1
LOC118429521,XM_035840019.1,XP_035695912.1
LOC118429522,XM_035840022.1,XP_035695915.1
LOC118429523,XM_035840023.1,XP_035695916.1
LOC118429524,XM_035840024.1,XP_035695917.1
LOC118429526,XM_035840026.1,XP_035695919.1
LOC118429527,XM_035840027.1,XP_035695920.1
LOC118429528,XM_035840031.1,XP_035695924.1
LOC118429529,XM_035840028.1,XP_035695921.1
LOC118429530,XM_035840029.1,XP_035695922.1
LOC118429531,XM_035840030.1,XP_035695923.1
LOC118429532,XM_035840032.1,XP_035695925.1
LOC118429533,XM_035840033.1,XP_035695926.1
LOC118429534,XM_035840034.1,XP_035695927.1
LOC118429535,XM_035840037.1,XP_035695930.1
LOC118429536,XM_035840056.1,XP_035695949.1
LOC118429537,XM_035840057.1,XP_035695950.1
LOC118429539,XM_035840058.1,XP_035695951.1
LOC118429540,XM_035840060.1,XP_035695953.1
LOC118429542,XM_035840061.1,XP_035695954.1
LOC118429543,XM_035840062.1,XP_035695955.1
LOC118429544,XM_035840101.1,XP_035695994.1
LOC118429545,XM_035840063.1,XP_035695956.1
LOC118429546,XM_035840066.1,XP_035695959.1
LOC118429547,XM_035840069.1,XP_035695962.1
LOC118429548,XM_035840070.1,XP_035695963.1
LOC118429549,XM_035840071.1,XP_035695964.1
LOC118429550,XM_035840074.1,XP_035695967.1
LOC118429551,XM_035840080.1,XP_035695973.1
LOC118429552,XM_035840076.1,XP_035695969.1
LOC118429553,XM_035840078.1,XP_035695971.1
LOC118429554,XM_035840079.1,XP_035695972.1
LOC118429556,XM_035840081.1,XP_035695974.1
LOC118429557,XM_035840082.1,XP_035695975.1
LOC118429560,XM_035840083.1,XP_035695976.1
LOC118429561,XM_035840084.1,XP_035695977.1
LOC118429562,XM_035840085.1,XP_035695978.1
LOC118429563,XM_035840088.1,XP_035695981.1
LOC118429564,XM_035840086.1,XP_035695979.1
LOC118429565,XM_035840089.1,XP_035695982.1
LOC118429566,XM_035840096.1,XP_035695989.1
LOC118429567,XM_035840097.1,XP_035695990.1
LOC118429568,XM_035840102.1,XP_035695995.1
LOC118429569,XM_035840098.1,XP_035695991.1
LOC118429570,XM_035840100.1,XP_035695993.1
LOC118429571,XM_035840103.1,XP_035695996.1
LOC118429572,XM_035840105.1,XP_035695998.1
LOC118429573,XM_035840106.1,XP_035695999.1
LOC118429574,XM_035840107.1,XP_035696000.1
LOC118429576,XM_035840113.1,XP_035696006.1
LOC118429577,XM_035840114.1,XP_035696007.1
LOC118429578,XM_035840117.1,XP_035696010.1
LOC118429579,XM_035840124.1,XP_035696017.1
LOC118429580,XM_035840121.1,XP_035696014.1
LOC118429581,XM_035840122.1,XP_035696015.1
LOC118429582,XM_035840125.1,XP_035696018.1
LOC118429583,XM_035840128.1,XP_035696021.1
LOC118429584,XM_035840129.1,XP_035696022.1
LOC118429585,XM_035840130.1,XP_035696023.1
LOC118429586,XM_035840131.1,XP_035696024.1
LOC118429587,XM_035840136.1,XP_035696029.1
LOC118429588,XM_035840132.1,XP_035696025.1
LOC118429589,XM_035840133.1,XP_035696026.1
LOC118429590,XM_035840134.1,XP_035696027.1
LOC118429591,XM_035840137.1,XP_035696030.1
LOC118429592,XM_035840138.1,XP_035696031.1
LOC118429593,XM_035840139.1,XP_035696032.1
LOC118429594,XM_035840140.1,XP_035696033.1
LOC118429595,XM_035840141.1,XP_035696034.1
LOC118429596,XM_035840142.1,XP_035696035.1
LOC118429597,XM_035840144.1,XP_035696037.1
LOC118429598,XM_035840145.1,XP_035696038.1
LOC118429607,XM_035840148.1,XP_035696041.1
LOC118429609,XM_035840146.1,XP_035696039.1
LOC118429610,XM_035840147.1,XP_035696040.1
LOC118429611,XM_035840149.1,XP_035696042.1
LOC118429612,XM_035840151.1,XP_035696044.1
LOC118429613,XM_035840154.1,XP_035696047.1
LOC118429614,XM_035840155.1,XP_035696048.1
LOC118429615,XM_035840156.1,XP_035696049.1
LOC118429616,XM_035840179.1,XP_035696072.1
LOC118429618,XM_035840158.1,XP_035696051.1
LOC118429619,XM_035840162.1,XP_035696055.1
LOC118429620,XM_035840164.1,XP_035696057.1
LOC118429621,XM_035840166.1,XP_035696059.1
LOC118429622,XM_035840167.1,XP_035696060.1
LOC118429623,XM_035840170.1,XP_035696063.1
LOC118429624,XM_035840171.1,XP_035696064.1
LOC118429625,XM_035840172.1,XP_035696065.1
LOC118429626,XM_035840173.1,XP_035696066.1
LOC118429627,XM_035840174.1,XP_035696067.1
LOC118429628,XM_035840184.1,XP_035696077.1
LOC118429629,XM_035840190.1,XP_035696083.1
LOC118429630,XM_035840191.1,XP_035696084.1
LOC118429631,XM_035840194.1,XP_035696087.1
LOC118429632,XM_035840195.1,XP_035696088.1
LOC118429634,XM_035840197.1,XP_035696090.1
LOC118429635,XM_035840198.1,XP_035696091.1
LOC118429636,XM_035840200.1,XP_035696093.1
LOC118429637,XM_035840201.1,XP_035696094.1
LOC118429638,XM_035840202.1,XP_035696095.1
LOC118429639,XM_035840203.1,XP_035696096.1
LOC118429640,XM_035840205.1,XP_035696098.1
LOC118429641,XM_035840207.1,XP_035696100.1
LOC118429642,XM_035840224.1,XP_035696117.1
LOC118429643,XM_035840225.1,XP_035696118.1
LOC118429644,XM_035840226.1,XP_035696119.1
LOC118429645,XM_035840227.1,XP_035696120.1
LOC118429646,XM_035840228.1,XP_035696121.1
LOC118429647,XM_035840238.1,XP_035696131.1
LOC118429648,XM_035840230.1,XP_035696123.1
LOC118429650,XM_035840232.1,XP_035696125.1
LOC118429651,XM_035840233.1,XP_035696126.1
LOC118429652,XM_035840234.1,XP_035696127.1
LOC118429653,XM_035840235.1,XP_035696128.1
LOC118429655,XM_035840236.1,XP_035696129.1
LOC118429656,XM_035840237.1,XP_035696130.1
LOC118429657,XM_035840239.1,XP_035696132.1
LOC118429658,XM_035840240.1,XP_035696133.1
LOC118429660,XM_035840241.1,XP_035696134.1
LOC118429661,XM_035840242.1,XP_035696135.1
LOC118429662,XM_035840243.1,XP_035696136.1
LOC118429663,XM_035840247.1,XP_035696140.1
LOC118429664,XM_035840248.1,XP_035696141.1
LOC118429665,XM_035840249.1,XP_035696142.1
LOC118429666,XM_035840251.1,XP_035696144.1
LOC118429667,XM_035840252.1,XP_035696145.1
LOC118429668,XM_035840253.1,XP_035696146.1
LOC118429669,XM_035840255.1,XP_035696148.1
LOC118429670,XM_035840256.1,XP_035696149.1
LOC118429671,XM_035840257.1,XP_035696150.1
LOC118429673,XM_035840258.1,XP_035696151.1
LOC118429674,XM_035840259.1,XP_035696152.1
LOC118429675,XM_035840263.1,XP_035696156.1
LOC118429676,XM_035840264.1,XP_035696157.1
LOC118429678,XM_035840266.1,XP_035696159.1
LOC118429679,XM_035840274.1,XP_035696167.1
LOC118429680,XM_035840276.1,XP_035696169.1
LOC118429681,XM_035840277.1,XP_035696170.1
LOC118429682,XM_035840280.1,XP_035696173.1
LOC118429683,XM_035840283.1,XP_035696176.1
LOC118429684,XM_035840281.1,XP_035696174.1
LOC118429686,XM_035840282.1,XP_035696175.1
LOC118429687,XM_035840284.1,XP_035696177.1
LOC118429688,XM_035840285.1,XP_035696178.1
LOC118429689,XM_035840286.1,XP_035696179.1
LOC118429690,XM_035840289.1,XP_035696182.1
LOC118429692,XM_035840294.1,XP_035696187.1
LOC118429694,XM_035840291.1,XP_035696184.1
LOC118429695,XM_035840292.1,XP_035696185.1
LOC118429696,XM_035840297.1,XP_035696190.1
LOC118429697,XM_035840298.1,XP_035696191.1
LOC118429698,XM_035840299.1,XP_035696192.1
LOC118429699,XM_035840300.1,XP_035696193.1
LOC118429700,XM_035840301.1,XP_035696194.1
LOC118429701,XM_035840303.1,XP_035696196.1
LOC118429702,XM_035840304.1,XP_035696197.1
LOC118429703,XM_035840305.1,XP_035696198.1
LOC118429704,XM_035840306.1,XP_035696199.1
LOC118429705,XM_035840315.1,XP_035696208.1
LOC118429706,XM_035840313.1,XP_035696206.1
LOC118429707,XM_035840314.1,XP_035696207.1
LOC118429708,XM_035840316.1,XP_035696209.1
LOC118429709,XM_035840319.1,XP_035696212.1
LOC118429710,XM_035840325.1,XP_035696218.1
LOC118429711,XM_035840329.1,XP_035696222.1
LOC118429712,XM_035840326.1,XP_035696219.1
LOC118429713,XM_035840327.1,XP_035696220.1
LOC118429714,XM_035840328.1,XP_035696221.1
LOC118429716,XM_035840330.1,XP_035696223.1
LOC118429717,XM_035840331.1,XP_035696224.1
LOC118429718,XM_035840332.1,XP_035696225.1
LOC118429719,XM_035840333.1,XP_035696226.1
LOC118429720,XM_035840340.1,XP_035696233.1
LOC118429721,XM_035840337.1,XP_035696230.1
LOC118429722,XM_035840338.1,XP_035696231.1
LOC118429723,XM_035840339.1,XP_035696232.1
LOC118429724,XM_035840341.1,XP_035696234.1
LOC118429725,XM_035840342.1,XP_035696235.1
LOC118429726,XM_035840343.1,XP_035696236.1
LOC118429727,XM_035840345.1,XP_035696238.1
LOC118429728,XM_035840346.1,XP_035696239.1
LOC118429729,XM_035840347.1,XP_035696240.1
LOC118429730,XM_035840348.1,XP_035696241.1
LOC118429731,XM_035840350.1,XP_035696243.1
LOC118429732,XM_035840354.1,XP_035696247.1
LOC118429733,XM_035840355.1,XP_035696248.1
LOC118429734,XM_035840356.1,XP_035696249.1
LOC118429735,XM_035840357.1,XP_035696250.1
LOC118429736,XM_035840366.1,XP_035696259.1
LOC118429737,XM_035840358.1,XP_035696251.1
LOC118429738,XM_035840359.1,XP_035696252.1
LOC118429739,XM_035840361.1,XP_035696254.1
LOC118429741,XM_035840362.1,XP_035696255.1
LOC118429742,XM_035840363.1,XP_035696256.1
LOC118429743,XM_035840364.1,XP_035696257.1
LOC118429744,XM_035840365.1,XP_035696258.1
LOC118429746,XM_035840367.1,XP_035696260.1
LOC118429747,XM_035840368.1,XP_035696261.1
LOC118429748,XM_035840369.1,XP_035696262.1
LOC118429749,XM_035840370.1,XP_035696263.1
LOC118429750,XM_035840373.1,XP_035696266.1
LOC118429751,XM_035840375.1,XP_035696268.1
LOC118429752,XM_035840376.1,XP_035696269.1
LOC118429753,XM_035840377.1,XP_035696270.1
LOC118429754,XM_035840378.1,XP_035696271.1
LOC118429758,XM_035840379.1,XP_035696272.1
LOC118429760,XM_035840380.1,XP_035696273.1
LOC118429761,XM_035840381.1,XP_035696274.1
LOC118429762,XM_035840382.1,XP_035696275.1
LOC118429763,XM_035840405.1,XP_035696298.1
LOC118429764,XM_035840394.1,XP_035696287.1
LOC118429765,XM_035840395.1,XP_035696288.1
LOC118429766,XM_035840396.1,XP_035696289.1
LOC118429767,XM_035840399.1,XP_035696292.1
LOC118429768,XM_035840400.1,XP_035696293.1
LOC118429769,XM_035840401.1,XP_035696294.1
LOC118429770,XM_035840403.1,XP_035696296.1
LOC118429771,XM_035840404.1,XP_035696297.1
LOC118429773,XM_035840406.1,XP_035696299.1
LOC118429774,XM_035840407.1,XP_035696300.1
LOC118429775,XM_035840408.1,XP_035696301.1
LOC118429776,XM_035840409.1,XP_035696302.1
LOC118429777,XM_035840410.1,XP_035696303.1
LOC118429778,XM_035840411.1,XP_035696304.1
LOC118429779,XM_035840412.1,XP_035696305.1
LOC118429780,XM_035840416.1,XP_035696309.1
LOC118429781,XM_035840413.1,XP_035696306.1
LOC118429782,XM_035840414.1,XP_035696307.1
LOC118429783,XM_035840415.1,XP_035696308.1
LOC118429784,XM_035840417.1,XP_035696310.1
LOC118429785,XM_035840418.1,XP_035696311.1
LOC118429786,XM_035840434.1,XP_035696327.1
LOC118429787,XM_035840422.1,XP_035696315.1
LOC118429788,XM_035840423.1,XP_035696316.1
LOC118429789,XM_035840427.1,XP_035696320.1
LOC118429790,XM_035840425.1,XP_035696318.1
LOC118429792,XM_035840426.1,XP_035696319.1
LOC118429793,XM_035840428.1,XP_035696321.1
LOC118429794,XM_035840429.1,XP_035696322.1
LOC118429795,XM_035840430.1,XP_035696323.1
LOC118429801,XM_035840432.1,XP_035696325.1
LOC118429817,XM_035840433.1,XP_035696326.1
LOC118429833,XM_035840448.1,XP_035696341.1
LOC118429835,XM_035840435.1,XP_035696328.1
LOC118429836,XM_035840436.1,XP_035696329.1
LOC118429837,XM_035840437.1,XP_035696330.1
LOC118429838,XM_035840444.1,XP_035696337.1
LOC118429839,XM_035840447.1,XP_035696340.1
LOC118429840,XM_035840449.1,XP_035696342.1
LOC118429841,XM_035840453.1,XP_035696346.1
LOC118429842,XM_035840455.1,XP_035696348.1
LOC118429843,XM_035840461.1,XP_035696354.1
LOC118429844,XM_035840462.1,XP_035696355.1
LOC118429845,XM_035840464.1,XP_035696357.1
LOC118429846,XM_035840467.1,XP_035696360.1
LOC118429847,XM_035840468.1,XP_035696361.1
LOC118429848,XM_035840470.1,XP_035696363.1
LOC118429849,XM_035840471.1,XP_035696364.1
LOC118429850,XM_035840473.1,XP_035696366.1
LOC118429851,XM_035840474.1,XP_035696367.1
LOC118429852,XM_035840479.1,XP_035696372.1
LOC118429853,XM_035840481.1,XP_035696374.1
LOC118429854,XM_035840482.1,XP_035696375.1
LOC118429855,XM_035840483.1,XP_035696376.1
LOC118429858,XM_035840484.1,XP_035696377.1
LOC118429859,XM_035840485.1,XP_035696378.1
LOC118429860,XM_035840488.1,XP_035696381.1
LOC118429862,XM_035840486.1,XP_035696379.1
LOC118429863,XM_035840487.1,XP_035696380.1
LOC118429864,XM_035840489.1,XP_035696382.1
LOC118429865,XM_035840490.1,XP_035696383.1
LOC118429867,XM_035840491.1,XP_035696384.1
LOC118429869,XM_035840495.1,XP_035696388.1
LOC118429870,XM_035840498.1,XP_035696391.1
LOC118429871,XM_035840497.1,XP_035696390.1
LOC118429874,XM_035840499.1,XP_035696392.1
LOC118429875,XM_035840500.1,XP_035696393.1
LOC118429876,XM_035840502.1,XP_035696395.1
LOC118429877,XM_035840503.1,XP_035696396.1
LOC118429878,XM_035840506.1,XP_035696399.1
LOC118429879,XM_035840509.1,XP_035696402.1
LOC118429880,XM_035840507.1,XP_035696400.1
LOC118429881,XM_035840508.1,XP_035696401.1
LOC118429883,XM_035840510.1,XP_035696403.1
LOC118429885,XM_035840511.1,XP_035696404.1
LOC118429886,XM_035840512.1,XP_035696405.1
LOC118429887,XM_035840546.1,XP_035696439.1
LOC118429888,XM_035840513.1,XP_035696406.1
LOC118429890,XM_035840515.1,XP_035696408.1
LOC118429891,XM_035840520.1,XP_035696413.1
LOC118429892,XM_035840517.1,XP_035696410.1
LOC118429893,XM_035840519.1,XP_035696412.1
LOC118429894,XM_035840521.1,XP_035696414.1
LOC118429895,XM_035840522.1,XP_035696415.1
LOC118429896,XM_035840523.1,XP_035696416.1
LOC118429897,XM_035840524.1,XP_035696417.1
LOC118429898,XM_035840525.1,XP_035696418.1
LOC118429899,XM_035840527.1,XP_035696420.1
LOC118429900,XM_035840531.1,XP_035696424.1
LOC118429901,XM_035840528.1,XP_035696421.1
LOC118429902,XM_035840529.1,XP_035696422.1
LOC118429903,XM_035840530.1,XP_035696423.1
LOC118429904,XM_035840532.1,XP_035696425.1
LOC118429905,XM_035840533.1,XP_035696426.1
LOC118429906,XM_035840534.1,XP_035696427.1
LOC118429907,XM_035840535.1,XP_035696428.1
LOC118429908,XM_035840538.1,XP_035696431.1
LOC118429909,XM_035840539.1,XP_035696432.1
LOC118429910,XM_035840543.1,XP_035696436.1
LOC118429911,XM_035840540.1,XP_035696433.1
LOC118429912,XM_035840541.1,XP_035696434.1
LOC118429913,XM_035840542.1,XP_035696435.1
LOC118429914,XM_035840544.1,XP_035696437.1
LOC118429915,XM_035840545.1,XP_035696438.1
LOC118429918,XM_035840550.1,XP_035696443.1
LOC118429920,XM_035840547.1,XP_035696440.1
LOC118429921,XM_035840549.1,XP_035696442.1
LOC118429922,XM_035840551.1,XP_035696444.1
LOC118429923,XM_035840559.1,XP_035696452.1
LOC118429924,XM_035840564.1,XP_035696457.1
LOC118429925,XM_035840561.1,XP_035696454.1
LOC118429926,XM_035840563.1,XP_035696456.1
LOC118429927,XM_035840565.1,XP_035696458.1
LOC118429928,XM_035840567.1,XP_035696460.1
LOC118429929,XM_035840568.1,XP_035696461.1
LOC118429930,XM_035840571.1,XP_035696464.1
LOC118429931,XM_035840572.1,XP_035696465.1
LOC118429932,XM_035840577.1,XP_035696470.1
LOC118429933,XM_035840574.1,XP_035696467.1
LOC118429934,XM_035840575.1,XP_035696468.1
LOC118429935,XM_035840579.1,XP_035696472.1
LOC118429936,XM_035840582.1,XP_035696475.1
LOC118429937,XM_035840585.1,XP_035696478.1
LOC118429938,XM_035840589.1,XP_035696482.1
LOC118429939,XM_035840586.1,XP_035696479.1
LOC118429940,XM_035840587.1,XP_035696480.1
LOC118429941,XM_035840588.1,XP_035696481.1
LOC118429942,XM_035840590.1,XP_035696483.1
LOC118429943,XM_035840591.1,XP_035696484.1
LOC118429944,XM_035840592.1,XP_035696485.1
LOC118429945,XM_035840593.1,XP_035696486.1
LOC118429946,XM_035840594.1,XP_035696487.1
LOC118429947,XM_035840595.1,XP_035696488.1
LOC118429948,XM_035840596.1,XP_035696489.1
LOC118429949,XM_035840601.1,XP_035696494.1
LOC118429950,XM_035840597.1,XP_035696490.1
LOC118429951,XM_035840598.1,XP_035696491.1
LOC118429952,XM_035840600.1,XP_035696493.1
LOC118429953,XM_035840602.1,XP_035696495.1
LOC118429954,XM_035840604.1,XP_035696497.1
LOC118429955,XM_035840605.1,XP_035696498.1
LOC118429956,XM_035840606.1,XP_035696499.1
LOC118429957,XM_035840607.1,XP_035696500.1
LOC118429958,XM_035840613.1,XP_035696506.1
LOC118429959,XM_035840609.1,XP_035696502.1
LOC118429960,XM_035840611.1,XP_035696504.1
LOC118429961,XM_035840612.1,XP_035696505.1
LOC118429967,XM_035840614.1,XP_035696507.1
LOC118429968,XM_035840615.1,XP_035696508.1
LOC118429969,XM_035840616.1,XP_035696509.1
LOC118429970,XM_035840620.1,XP_035696513.1
LOC118429971,XM_035840617.1,XP_035696510.1
LOC118429972,XM_035840618.1,XP_035696511.1
LOC118429973,XM_035840619.1,XP_035696512.1
LOC118429974,XM_035840622.1,XP_035696515.1
LOC118429976,XM_035840623.1,XP_035696516.1
LOC118429977,XM_035840624.1,XP_035696517.1
LOC118429978,XM_035810656.1,XP_035666549.1
LOC118429979,XM_035840900.1,XP_035696793.1
LOC118429980,XM_035840626.1,XP_035696519.1
LOC118429981,XM_035840634.1,XP_035696527.1
LOC118429982,XM_035840640.1,XP_035696533.1
LOC118429983,XM_035840641.1,XP_035696534.1
LOC118429984,XM_035840642.1,XP_035696535.1
LOC118429985,XM_035840644.1,XP_035696537.1
LOC118429986,XM_035840645.1,XP_035696538.1
LOC118429987,XM_035840646.1,XP_035696539.1
LOC118429988,XM_035840647.1,XP_035696540.1
LOC118429989,XM_035840648.1,XP_035696541.1
LOC118429990,XM_035840649.1,XP_035696542.1
LOC118429991,XM_035840656.1,XP_035696549.1
LOC118429992,XM_035840660.1,XP_035696553.1
LOC118429993,XM_035840672.1,XP_035696565.1
LOC118429994,XM_035840668.1,XP_035696561.1
LOC118429995,XM_035840670.1,XP_035696563.1
LOC118429996,XM_035840673.1,XP_035696566.1
LOC118429997,XM_035840674.1,XP_035696567.1
LOC118429998,XM_035840676.1,XP_035696569.1
LOC118429999,XM_035840677.1,XP_035696570.1
LOC118430000,XM_035840678.1,XP_035696571.1
LOC118430001,XM_035840679.1,XP_035696572.1
LOC118430002,XM_035840691.1,XP_035696584.1
LOC118430003,XM_035840682.1,XP_035696575.1
LOC118430004,XM_035840683.1,XP_035696576.1
LOC118430005,XM_035840687.1,XP_035696580.1
LOC118430006,XM_035840688.1,XP_035696581.1
LOC118430007,XM_035840689.1,XP_035696582.1
LOC118430010,XM_035840690.1,XP_035696583.1
LOC118430011,XM_035840693.1,XP_035696586.1
