"geneID","transcriptID","proteinID","transcript_length"
"111564545","XM_023264184.3","XP_023119952.1",3305
"111564545","XM_023264185.3","XP_023119953.1",3296
"129347665","XM_055005487.1","XP_054861462.1",621
"129347665","XM_055005488.1","XP_054861463.1",601
"111581686","XM_023289971.3","XP_023145739.1",1451
"111581685","XM_023289969.3","XP_023145737.1",2623
"111581685","XM_023289970.3","XP_023145738.1",2603
"111581674","XM_023289940.3","XP_023145708.2",4157
"111581675","XM_055005373.1","XP_054861348.1",10464
"111581675","XM_055005376.1","XP_054861351.1",10433
"111581675","XM_055005370.1","XP_054861345.1",10165
"111581675","XM_035957112.2","XP_035813005.2",10134
"111581675","XM_055005368.1","XP_054861343.1",10019
"111581675","XM_055005374.1","XP_054861349.1",9941
"111581675","XM_055005371.1","XP_054861346.1",9962
"111581675","XM_055005367.1","XP_054861342.1",10028
"111581675","XM_055005381.1","XP_054861356.1",9146
"111581675","XM_055005369.1","XP_054861344.1",10004
"111581675","XM_055005366.1","XP_054861341.1",10049
"111581675","XM_055005375.1","XP_054861350.1",10028
"111581675","XM_055005372.1","XP_054861347.1",9989
"111581675","XM_055005379.1","XP_054861354.1",9866
"111581675","XM_055005380.1","XP_054861355.1",9975
"111581675","XM_055005378.1","XP_054861353.1",5216
"111581675","XM_055005377.1","XP_054861352.1",5219
"111581672","XM_023289939.3","XP_023145707.1",2622
"111581687","XM_023289972.3","XP_023145740.1",2578
"111581678","XM_023289960.3","XP_023145728.2",1698
"111581676","XM_023289951.3","XP_023145719.1",5754
"111581676","XM_055005446.1","XP_054861421.1",10147
"111581676","XM_055005449.1","XP_054861424.1",10189
"111581676","XM_055005448.1","XP_054861423.1",5698
"111581676","XM_055005450.1","XP_054861425.1",5740
"111581676","XM_055005447.1","XP_054861422.1",8839
"111581676","XM_035957131.2","XP_035813024.1",5618
"111581676","XM_035957134.2","XP_035813027.1",5660
"111581683","XM_023289965.3","XP_023145733.1",2884
"111581683","XM_023289964.3","XP_023145732.1",2981
"111581683","XM_023289966.3","XP_023145734.1",2970
"111581681","XM_023289963.3","XP_023145731.2",1961
"111581679","XM_023289961.3","XP_023145729.1",567
"111581680","XM_023289962.3","XP_023145730.1",2749
"111569360","XM_035948714.2","XP_035804607.1",4267
"111569360","XM_035948713.2","XP_035804606.1",4271
"111569360","XM_023271418.3","XP_023127186.1",4167
"111569355","XM_023271413.3","XP_023127181.2",3234
"111569356","XM_023271414.3","XP_023127182.1",1144
"111569358","XM_023271417.3","XP_023127185.2",1380
"111569357","XM_023271415.3","XP_023127183.1",6622
"129347504","XM_055004982.1","XP_054860957.1",924
"129347503","XM_055004981.1","XP_054860956.1",1314
"129347581","XM_055005234.1","XP_054861209.1",918
"129347581","XM_055005235.1","XP_054861210.1",962
"129347581","XM_055005236.1","XP_054861211.1",933
"111584338","XM_023293471.3","XP_023149239.2",3386
"111584341","XM_023293474.3","XP_023149242.1",4875
"111584341","XM_055005233.1","XP_054861208.1",8965
"111583173","XM_035958084.2","XP_035813977.2",7728
"111583173","XM_035958087.2","XP_035813980.2",7725
"111583173","XM_035958086.2","XP_035813979.2",7725
"111583173","XM_023292132.3","XP_023147900.2",7719
"111583173","XM_023292134.2","XP_023147902.2",7716
"111583173","XM_023292133.2","XP_023147901.2",7716
"111583173","XM_035958085.2","XP_035813978.2",7716
"111583171","XM_035958088.2","XP_035813981.2",4279
"111583172","XM_035958083.2","XP_035813976.2",4364
"111583172","XM_023292130.3","XP_023147898.2",3645
"111583175","XM_023292138.3","XP_023147906.1",1935
"111583174","XM_023292136.3","XP_023147904.2",1341
"111576708","XM_023282540.3","XP_023138308.1",3227
"111576703","XM_035953905.2","XP_035809798.2",6532
"111576703","XM_023282535.3","XP_023138303.2",6798
"111576703","XM_023282534.3","XP_023138302.2",6810
"111576703","XM_035953906.2","XP_035809799.2",6402
"111576703","XM_035953907.2","XP_035809800.2",6305
"111576703","XM_023282533.3","XP_023138301.2",6403
"111576712","XM_023282544.3","XP_023138312.1",809
"111576702","XM_023282529.3","XP_023138297.1",3751
"111576702","XM_023282530.3","XP_023138298.1",3748
"111576702","XM_023282531.3","XP_023138299.1",3709
"111576702","XM_023282532.3","XP_023138300.1",3706
"111576710","XM_023282543.3","XP_023138311.2",3111
"111576707","XM_023282538.3","XP_023138306.1",1370
"111576704","XM_023282536.3","XP_023138304.2",2113
"111576709","XM_023282541.3","XP_023138309.2",1399
"111576706","XM_023282537.3","XP_023138305.1",3642
"118471153","XM_055004993.1","XP_054860968.1",7450
"111582089","XM_055005312.1","XP_054861287.1",1968
"111567920","XM_023269295.3","XP_023125063.1",10776
"111567921","XM_023269297.3","XP_023125065.1",8012
"111567921","XM_055005434.1","XP_054861409.1",7751
"111567927","XM_023269306.3","XP_023125074.1",4748
"111567926","XM_023269305.3","XP_023125073.2",1897
"111567922","XM_023269299.3","XP_023125067.1",8452
"111567922","XM_023269300.3","XP_023125068.1",8263
"111567925","XM_023269303.3","XP_023125071.3",4264
"111567924","XM_023269302.3","XP_023125070.2",2448
"111582063","XM_023290539.3","XP_023146307.1",4379
"111582062","XM_023290536.3","XP_023146304.2",4507
"111582062","XM_023290537.3","XP_023146305.2",4492
"111582067","XM_023290546.3","XP_023146314.1",1056
"111582065","XM_023290543.3","XP_023146311.1",618
"111582064","XM_023290541.3","XP_023146309.1",2623
"111582066","XM_023290545.3","XP_023146313.1",3680
"111582066","XM_023290544.3","XP_023146312.1",3633
"111574835","XM_023279626.3","XP_023135394.1",1740
"111574820","XM_023279605.3","XP_023135373.1",3708
"111574820","XM_023279606.3","XP_023135374.1",3684
"111574820","XM_023279607.3","XP_023135375.1",3602
"111574820","XM_023279604.3","XP_023135372.1",3710
"111574839","XM_023279629.3","XP_023135397.2",1213
"111574828","XM_023279616.3","XP_023135384.1",2207
"111574828","XM_023279614.3","XP_023135382.1",2246
"111574818","XM_023279602.2","XP_023135370.1",589
"111574814","XM_023279597.3","XP_023135365.1",552
"111574812","XM_023279595.3","XP_023135363.2",576
"111574808","XM_023279583.3","XP_023135351.2",585
"111574813","XM_023279596.3","XP_023135364.2",573
"111574807","XM_023279582.3","XP_023135350.1",586
"111574811","XM_023279594.3","XP_023135362.1",576
"111574830","XM_023279618.3","XP_023135386.2",4978
"111574847","XM_023279645.3","XP_023135413.1",7703
"111574847","XM_023279643.3","XP_023135411.1",7718
"111574847","XM_023279644.3","XP_023135412.1",7705
"111574847","XM_023279642.3","XP_023135410.1",7720
"111574847","XM_023279646.3","XP_023135414.1",7807
"118470951","XM_035952568.2","XP_035808461.2",1656
"111574809","XM_035952554.2","XP_035808447.1",7065
"111574809","XM_035952556.2","XP_035808449.1",7044
"111574809","XM_035952557.2","XP_035808450.1",7009
"111574809","XM_035952559.2","XP_035808452.1",6987
"111574809","XM_035952561.2","XP_035808454.1",6967
"111574809","XM_023279584.3","XP_023135352.1",7057
"111574809","XM_035952562.2","XP_035808455.1",6945
"111574809","XM_023279587.3","XP_023135355.1",7000
"111574809","XM_035952555.2","XP_035808448.1",7053
"111574809","XM_023279589.3","XP_023135357.1",6978
"111574809","XM_035952558.2","XP_035808451.1",6996
"111574809","XM_035952560.2","XP_035808453.1",6974
"111574809","XM_035952563.2","XP_035808456.1",6933
"111574809","XM_023279593.3","XP_023135361.1",6924
"111574833","XM_023279622.3","XP_023135390.2",1998
"111574833","XM_023279623.3","XP_023135391.2",1902
"111574843","XM_023279636.3","XP_023135404.1",6854
"111574843","XM_023279637.3","XP_023135405.1",6568
"111574843","XM_023279638.3","XP_023135406.1",7224
"111574841","XM_055004917.1","XP_054860892.1",4115
"111574841","XM_055004916.1","XP_054860891.1",4148
"111574841","XM_055004915.1","XP_054860890.1",4184
"111574841","XM_035952550.2","XP_035808443.2",4111
"111574819","XM_023279603.3","XP_023135371.2",4185
"111574826","XM_023279613.3","XP_023135381.1",1879
"111574845","XM_023279639.3","XP_023135407.1",1462
"111574840","XM_023279630.3","XP_023135398.1",4294
"111574840","XM_023279631.3","XP_023135399.1",1280
"111574825","XM_023279612.3","XP_023135380.2",3658
"111574846","XM_023279640.3","XP_023135408.2",3887
"111574829","XM_035952551.2","XP_035808444.2",4934
"111574829","XM_023279617.3","XP_023135385.2",4919
"111574836","XM_023279627.3","XP_023135395.1",1066
"111574823","XM_023279609.3","XP_023135377.1",1527
"111574822","XM_023279608.3","XP_023135376.2",2231
"111574837","XM_023279628.3","XP_023135396.2",1780
"111574831","XM_023279620.3","XP_023135388.2",2793
"111574831","XM_023279621.3","XP_023135389.2",2790
"111574817","XM_023279599.3","XP_023135367.1",2827
"111574817","XM_023279600.3","XP_023135368.1",2686
"111574817","XM_023279601.3","XP_023135369.1",2661
"111574824","XM_023279611.3","XP_023135379.1",2095
"111574824","XM_023279610.3","XP_023135378.1",2030
"111574805","XM_035952565.2","XP_035808458.2",5923
"111574805","XM_055005289.1","XP_054861264.1",5938
"111574805","XM_035952564.2","XP_035808457.2",6331
"111574805","XM_035952566.2","XP_035808459.2",5066
"111574805","XM_055005290.1","XP_054861265.1",5025
"111574804","XM_023279579.3","XP_023135347.1",1965
"111574806","XM_023279581.3","XP_023135349.2",9826
"111580743","XM_023288618.3","XP_023144386.3",2642
"111580743","XM_035956497.2","XP_035812390.2",2692
"111580738","XM_023288609.2","XP_023144377.1",979
"111580737","XM_023288608.3","XP_023144376.2",2152
"111580742","XM_023288617.3","XP_023144385.2",6786
"111580742","XM_023288615.3","XP_023144383.2",6822
"111580742","XM_023288616.3","XP_023144384.2",6788
"111580736","XM_023288606.3","XP_023144374.2",3613
"111580734","XM_023288604.2","XP_023144372.2",5985
"111580731","XM_023288598.3","XP_023144366.2",6070
"111580732","XM_023288599.3","XP_023144367.2",6054
"111580733","XM_055005313.1","XP_054861288.1",6020
"111580733","XM_023288601.3","XP_023144369.2",6039
"111580729","XM_023288597.3","XP_023144365.2",6073
"111580740","XM_035956499.2","XP_035812392.2",3703
"111580740","XM_035956498.2","XP_035812391.2",3640
"111580741","XM_023288614.3","XP_023144382.2",2465
"111580741","XM_023288613.3","XP_023144381.2",2467
"111580745","XM_023288619.3","XP_023144387.1",1824
"111580739","XM_023288611.3","XP_023144379.2",7590
"111573674","XM_055005058.1","XP_054861033.1",3088
"111573674","XM_055005060.1","XP_054861035.1",2961
"111573674","XM_035951759.2","XP_035807652.1",2966
"111573674","XM_055005059.1","XP_054861034.1",5421
"111573674","XM_035951760.2","XP_035807653.1",5388
"111573674","XM_035951761.2","XP_035807654.1",5268
"111573674","XM_035951758.2","XP_035807651.1",5305
"111573674","XM_023277950.3","XP_023133718.1",5276
"111573674","XM_023277951.3","XP_023133719.1",5155
"111573693","XM_023277978.3","XP_023133746.1",2905
"111573696","XM_023277981.3","XP_023133749.1",2681
"111573673","XM_023277949.3","XP_023133717.1",5292
"111573700","XM_023277988.3","XP_023133756.1",806
"111573683","XM_023277960.3","XP_023133728.1",3115
"111573680","XM_023277957.3","XP_023133725.2",4086
"111573680","XM_055005120.1","XP_054861095.1",4484
"111573686","XM_023277968.3","XP_023133736.1",3055
"111573659","XM_023277932.3","XP_023133700.2",1429
"111573666","XM_035951771.2","XP_035807664.2",1455
"111573666","XM_035951772.2","XP_035807665.2",1452
"118470835","XM_035951773.2","XP_035807666.2",2385
"111573658","XM_023277929.3","XP_023133697.1",1772
"111573657","XM_023277928.3","XP_023133696.1",3429
"111573679","XM_023277956.3","XP_023133724.3",1930
"111573679","XM_023277954.3","XP_023133722.1",3894
"111573678","XM_023277953.3","XP_023133721.2",3179
"111573667","XM_055005121.1","XP_054861096.1",1634
"111573672","XM_023277948.3","XP_023133716.2",3697
"111573663","XM_055005084.1","XP_054861059.1",10134
"111573663","XM_055005086.1","XP_054861061.1",10103
"111573663","XM_055005087.1","XP_054861062.1",10142
"111573663","XM_023277936.3","XP_023133704.2",10310
"111573663","XM_055005088.1","XP_054861063.1",10076
"111573663","XM_055005085.1","XP_054861060.1",10136
"111573663","XM_055005089.1","XP_054861064.1",10075
"111573699","XM_035951768.2","XP_035807661.2",2412
"111573699","XM_035951769.2","XP_035807662.2",2328
"111573699","XM_023277987.3","XP_023133755.3",2414
"111573677","XM_023277952.3","XP_023133720.1",3141
"111573689","XM_023277974.3","XP_023133742.1",1518
"111573690","XM_023277975.3","XP_023133743.1",1731
"111573687","XM_055005354.1","XP_054861329.1",5242
"111573687","XM_055005353.1","XP_054861328.1",5254
"111573687","XM_055005351.1","XP_054861326.1",5329
"111573687","XM_023277971.3","XP_023133739.1",5242
"111573687","XM_055005352.1","XP_054861327.1",5275
"111573687","XM_023277970.3","XP_023133738.1",5254
"111573687","XM_055005350.1","XP_054861325.1",5329
"111573687","XM_035951766.2","XP_035807659.1",5308
"111573688","XM_023277973.3","XP_023133741.1",1370
"111573671","XM_035951751.2","XP_035807644.1",5730
"111573671","XM_023277947.3","XP_023133715.1",5732
"111573681","XM_023277958.3","XP_023133726.2",4023
"111573682","XM_023277959.3","XP_023133727.1",3055
"111573698","XM_023277986.3","XP_023133754.2",3168
"129347648","XM_055005438.1","XP_054861413.1",1413
"111573670","XM_023277946.3","XP_023133714.1",2296
"111573669","XM_023277944.3","XP_023133712.2",2564
"111573669","XM_023277945.3","XP_023133713.2",2559
"111573654","XM_023277926.3","XP_023133694.1",4733
"111573654","XM_023277925.3","XP_023133693.1",4427
"111573655","XM_023277927.3","XP_023133695.1",1393
"111573694","XM_035951762.2","XP_035807655.1",1866
"111573694","XM_023277979.3","XP_023133747.1",1704
"111573694","XM_023277980.3","XP_023133748.1",1489
"111573694","XM_035951764.2","XP_035807657.1",1436
"111573692","XM_023277977.3","XP_023133745.1",1746
"111573691","XM_023277976.3","XP_023133744.2",2008
"111573668","XM_023277942.3","XP_023133710.2",1586
"111573697","XM_023277982.3","XP_023133750.1",4460
"111573697","XM_035951770.2","XP_035807663.1",4327
"111573697","XM_023277985.3","XP_023133753.1",4236
"111573662","XM_023277935.3","XP_023133703.1",1780
"111573660","XM_023277933.3","XP_023133701.1",2020
"111573661","XM_023277934.3","XP_023133702.1",1221
"111573685","XM_023277967.3","XP_023133735.2",1415
"111573684","XM_023277964.3","XP_023133732.2",3737
"111573684","XM_023277966.3","XP_023133734.2",3713
"111573684","XM_023277965.3","XP_023133733.2",3716
"111573684","XM_023277962.3","XP_023133730.2",3740
"111573684","XM_023277961.3","XP_023133729.2",3743
"111573664","XM_055005219.1","XP_054861194.1",1699
"111572151","XM_055005217.1","XP_054861192.1",1644
"111572151","XM_055005218.1","XP_054861193.1",1547
"111572150","XM_023275693.3","XP_023131461.1",1628
"111572145","XM_035950697.2","XP_035806590.2",1651
"111572145","XM_023275684.3","XP_023131452.2",1659
"111572149","XM_023275692.3","XP_023131460.2",1600
"111572147","XM_023275687.3","XP_023131455.2",3046
"111572147","XM_023275689.3","XP_023131457.2",3043
"111572147","XM_023275690.3","XP_023131458.2",2968
"111572147","XM_055005344.1","XP_054861319.1",3043
"111572148","XM_023275691.3","XP_023131459.2",1297
"111572146","XM_023275685.3","XP_023131453.2",2171
"111572142","XM_035950698.2","XP_035806591.2",4061
"111572142","XM_035950699.2","XP_035806592.2",4058
"111572144","XM_035950701.2","XP_035806594.2",2615
"111572144","XM_023275683.3","XP_023131451.2",2427
"111564640","XM_023264341.3","XP_023120109.2",1765
"111564649","XM_023264352.2","XP_023120120.2",758
"111564602","XM_023264276.3","XP_023120044.2",2162
"111564601","XM_023264275.3","XP_023120043.2",2761
"111564675","XM_023264397.3","XP_023120165.1",1344
"111564609","XM_023264289.3","XP_023120057.2",6277
"111564609","XM_023264288.3","XP_023120056.2",6294
"111564609","XM_023264291.3","XP_023120059.1",5780
"111564609","XM_023264290.3","XP_023120058.2",3281
"111564610","XM_023264292.3","XP_023120060.1",2598
"111564635","XM_055004903.1","XP_054860878.1",1579
"111564672","XM_023264391.3","XP_023120159.1",3407
"111564672","XM_023264392.3","XP_023120160.1",3345
"111564596","XM_035945493.2","XP_035801386.1",8545
"111564596","XM_035945492.2","XP_035801385.1",8548
"111564596","XM_035945494.2","XP_035801387.1",8525
"111564596","XM_035945495.2","XP_035801388.1",8522
"111564596","XM_023264267.3","XP_023120035.1",8500
"111564645","XM_055005431.1","XP_054861406.1",3421
"111564645","XM_035945507.2","XP_035801400.2",3300
"111564645","XM_055005430.1","XP_054861405.1",3407
"111564645","XM_035945506.2","XP_035801399.2",3316
"111564660","XM_023264372.3","XP_023120140.1",1092
"111564661","XM_023264374.3","XP_023120142.1",3302
"111564661","XM_023264375.3","XP_023120143.1",3465
"111564661","XM_023264373.3","XP_023120141.1",3175
"111564661","XM_035945510.2","XP_035801403.1",3172
"111564661","XM_023264376.3","XP_023120144.1",3344
"111564638","XM_023264338.3","XP_023120106.1",6952
"111564638","XM_023264339.3","XP_023120107.1",6985
"111564638","XM_023264340.3","XP_023120108.1",7326
"111564638","XM_035945509.2","XP_035801402.1",5859
"111564642","XM_055005053.1","XP_054861028.1",1931
"129347528","XM_055005039.1","XP_054861014.1",940
"111564657","XM_055005040.1","XP_054861015.1",915
"111564600","XM_055004984.1","XP_054860959.1",985
"118469899","XM_035945500.2","XP_035801393.1",1059
"118469899","XM_035945501.2","XP_035801394.1",1054
"111564619","XM_035945451.2","XP_035801344.2",2858
"111564656","XM_023264367.3","XP_023120135.1",864
"111564654","XM_023264366.3","XP_023120134.1",3270
"111564674","XM_023264395.3","XP_023120163.2",2957
"111564673","XM_023264393.3","XP_023120161.2",2790
"111564651","XM_023264359.3","XP_023120127.1",3336
"111564616","XM_023264305.3","XP_023120073.1",3602
"111564652","XM_023264361.3","XP_023120129.2",1616
"111564618","XM_035945479.2","XP_035801372.2",4086
"111564636","XM_023264334.3","XP_023120102.1",1295
"111564636","XM_055005420.1","XP_054861395.1",1377
"111564648","XM_023264350.3","XP_023120118.1",4314
"111564663","XM_023264380.3","XP_023120148.1",1607
"111564663","XM_035945504.2","XP_035801397.1",2491
"111564612","XM_023264295.3","XP_023120063.1",2274
"111564677","XM_023264400.3","XP_023120168.1",1668
"111564641","XM_023264342.3","XP_023120110.1",2033
"111564643","XM_023264344.3","XP_023120112.2",3060
"129347587","XM_055005287.1","XP_054861262.1",2949
"111564614","XM_035945463.2","XP_035801356.1",12706
"111564614","XM_035945466.2","XP_035801359.1",12703
"111564614","XM_023264300.3","XP_023120068.1",12703
"111564614","XM_035945465.2","XP_035801358.1",12703
"111564614","XM_035945464.2","XP_035801357.1",12703
"111564614","XM_035945470.2","XP_035801363.1",12700
"111564614","XM_035945469.2","XP_035801362.1",9019
"111564614","XM_035945467.2","XP_035801360.1",12350
"111564667","XM_023264385.3","XP_023120153.1",4736
"111564670","XM_023264390.3","XP_023120158.1",2522
"111564669","XM_023264389.3","XP_023120157.1",2123
"111564592","XM_023264256.3","XP_023120024.1",3446
"111564592","XM_023264254.3","XP_023120022.1",3525
"111564592","XM_023264255.3","XP_023120023.1",3449
"111564592","XM_035945478.2","XP_035801371.2",3539
"111564592","XM_023264257.3","XP_023120025.1",3435
"111564624","XM_055005409.1","XP_054861384.1",5510
"111564624","XM_023264315.3","XP_023120083.2",5693
"111564615","XM_023264304.3","XP_023120072.1",2210
"111564634","XM_023264332.3","XP_023120100.2",2306
"111579424","XM_023286715.3","XP_023142483.1",1803
"111579424","XM_023286712.3","XP_023142480.1",1811
"111579424","XM_023286714.3","XP_023142482.1",2019
"111579425","XM_023286716.3","XP_023142484.1",1854
"111579435","XM_023286733.3","XP_023142501.2",4262
"111579441","XM_023286738.3","XP_023142506.1",1650
"111579442","XM_023286739.3","XP_023142507.1",3339
"111579438","XM_023286737.3","XP_023142505.1",2566
"111579418","XM_023286700.3","XP_023142468.1",1687
"111579418","XM_023286701.3","XP_023142469.1",1683
"111579419","XM_023286703.3","XP_023142471.1",4529
"111579419","XM_023286702.3","XP_023142470.1",4558
"111579419","XM_023286705.3","XP_023142473.1",4765
"111579430","XM_055005440.1","XP_054861415.1",2643
"111579430","XM_055005441.1","XP_054861416.1",2640
"111579430","XM_023286723.3","XP_023142491.1",2621
"111579431","XM_023286725.2","XP_023142493.1",1404
"111579431","XM_023286728.2","XP_023142496.1",1316
"111579448","XM_023286745.3","XP_023142513.1",1005
"111579452","XM_023286748.3","XP_023142516.2",2112
"111579449","XM_023286746.3","XP_023142514.1",3152
"111579453","XM_023286749.3","XP_023142517.2",16497
"111579453","XM_035955643.2","XP_035811536.2",16439
"111579453","XM_023286750.3","XP_023142518.2",16396
"111579412","XM_023286694.3","XP_023142462.1",3198
"129347600","XM_055005314.1","XP_054861289.1",1426
"111579434","XM_035955641.2","XP_035811534.1",2106
"111579434","XM_023286732.3","XP_023142500.1",2407
"111579434","XM_035955642.2","XP_035811535.1",2323
"111579432","XM_023286729.3","XP_023142497.1",3812
"111579432","XM_023286730.3","XP_023142498.1",3778
"111579433","XM_023286731.3","XP_023142499.1",1393
"111579447","XM_023286744.3","XP_023142512.1",1315
"111573824","XM_023278161.3","XP_023133929.1",3276
"111573825","XM_035951848.2","XP_035807741.2",5318
"111573825","XM_035951849.2","XP_035807742.2",5276
"118470855","XM_055005315.1","XP_054861290.1",2482
"118470853","XM_055005163.1","XP_054861138.1",5240
"118470853","XM_035951851.2","XP_035807744.2",7260
"118470853","XM_055005164.1","XP_054861139.1",6147
"118470853","XM_055005166.1","XP_054861141.1",6147
"118470853","XM_055005162.1","XP_054861137.1",7210
"118470853","XM_035951852.2","XP_035807745.2",7150
"118470853","XM_055005165.1","XP_054861140.1",6037
"118470853","XM_055005167.1","XP_054861142.1",6037
"111573826","XM_055005494.1","XP_054861469.1",3236
"111573826","XM_055005493.1","XP_054861468.1",3602
"111573826","XM_023278163.3","XP_023133931.2",3810
"111573826","XM_023278165.3","XP_023133933.2",3849
"111573826","XM_055005492.1","XP_054861467.1",3906
"111573826","XM_023278162.3","XP_023133930.2",3506
"129347557","XM_055005074.1","XP_054861049.1",5545
"129347645","XM_055005423.1","XP_054861398.1",3878
"111579429","XM_023286722.3","XP_023142490.1",1677
"111579427","XM_023286721.3","XP_023142489.1",3230
"111579427","XM_055005135.1","XP_054861110.1",3320
"111579427","XM_023286720.3","XP_023142488.1",3160
"111579423","XM_023286711.3","XP_023142479.1",1980
"111579411","XM_035955624.2","XP_035811517.2",5652
"129347678","XM_055005511.1","XP_054861486.1",4391
"129347662","XM_055005476.1","XP_054861451.1",466
"111579422","XM_035955647.2","XP_035811540.1",3043
"111579422","XM_023286710.3","XP_023142478.1",3007
"111579416","XM_023286699.3","XP_023142467.1",2002
"111579444","XM_023286741.3","XP_023142509.1",3243
"111579414","XM_055005422.1","XP_054861397.1",1767
"111579413","XM_023286695.3","XP_023142463.1",4119
"111579413","XM_023286696.3","XP_023142464.1",4120
"111579445","XM_035955644.2","XP_035811537.1",1121
"111579445","XM_023286742.3","XP_023142510.1",1109
"111579426","XM_023286717.3","XP_023142485.1",2429
"111579426","XM_023286718.3","XP_023142486.1",2407
"111579406","XM_023286685.3","XP_023142453.1",5823
"111579406","XM_055004933.1","XP_054860908.1",3298
"111579406","XM_055004935.1","XP_054860910.1",5705
"111579406","XM_055004934.1","XP_054860909.1",3232
"111579420","XM_023286706.3","XP_023142474.1",1639
"111579420","XM_055005276.1","XP_054861251.1",1608
"111579420","XM_055005277.1","XP_054861252.1",1506
"111579421","XM_023286709.3","XP_023142477.1",3605
"111579421","XM_023286708.3","XP_023142476.1",3610
"111579446","XM_023286743.3","XP_023142511.1",1158
"111579415","XM_023286698.3","XP_023142466.2",9755
"111579410","XM_055005231.1","XP_054861206.1",3693
"111579410","XM_055005227.1","XP_054861202.1",3786
"111579410","XM_055005228.1","XP_054861203.1",3783
"111579410","XM_055005229.1","XP_054861204.1",3744
"111579410","XM_055005230.1","XP_054861205.1",3723
"118471007","XM_055005226.1","XP_054861201.1",8393
"129347657","XM_055005457.1","XP_054861432.1",4282
"111578290","XM_055005139.1","XP_054861114.1",5467
"111578290","XM_023284957.3","XP_023140725.1",5425
"111578290","XM_055005138.1","XP_054861113.1",6596
"111578285","XM_023284949.3","XP_023140717.2",12300
"111578285","XM_023284950.3","XP_023140718.2",12291
"111578285","XM_035954949.2","XP_035810842.2",10590
"111578286","XM_023284952.3","XP_023140720.1",1418
"111578291","XM_023284959.3","XP_023140727.1",3191
"111578287","XM_023284953.3","XP_023140721.1",5321
"111582424","XM_055005052.1","XP_054861027.1",5281
"111582425","XM_055005323.1","XP_054861298.1",13896
"111584006","XM_023293256.3","XP_023149024.1",1536
"111584007","XM_023293257.2","XP_023149025.1",953
"111584013","XM_023293265.3","XP_023149033.1",5507
"111584022","XM_023293276.3","XP_023149044.1",4636
"111584022","XM_023293275.3","XP_023149043.1",4688
"111584021","XM_023293274.3","XP_023149042.1",1478
"111584019","XM_023293272.3","XP_023149040.2",1656
"111584019","XM_023293271.3","XP_023149039.2",1692
"111584011","XM_023293263.3","XP_023149031.2",3274
"111585986","XM_023295636.3","XP_023151404.2",5192
"111585986","XM_035941702.2","XP_035797595.2",4950
"111585982","XM_035941709.2","XP_035797602.2",6914
"111585982","XM_035941707.2","XP_035797600.2",6149
"111585982","XM_035941708.2","XP_035797601.2",6299
"111579258","XM_023286474.3","XP_023142242.1",4114
"111579249","XM_023286462.3","XP_023142230.2",2987
"111579253","XM_055005155.1","XP_054861130.1",2587
"111579253","XM_023286466.3","XP_023142234.3",2656
"111579257","XM_023286473.3","XP_023142241.3",1806
"111579257","XM_023286471.3","XP_023142239.3",1809
"111579252","XM_023286465.3","XP_023142233.2",4615
"111579256","XM_023286470.3","XP_023142238.2",1521
"111579256","XM_023286469.3","XP_023142237.2",1447
"111579256","XM_055005159.1","XP_054861134.1",1662
"111579256","XM_035955543.2","XP_035811436.2",1459
"111579254","XM_023286467.3","XP_023142235.2",2419
"111579251","XM_023286464.3","XP_023142232.1",2663
"111579247","XM_055005150.1","XP_054861125.1",3420
"111579247","XM_055005152.1","XP_054861127.1",3549
"111579247","XM_035955539.2","XP_035811432.2",3662
"111579247","XM_055005153.1","XP_054861128.1",3439
"111579247","XM_055005151.1","XP_054861126.1",3567
"129347609","XM_055005320.1","XP_054861295.1",990
"111579246","XM_055005161.1","XP_054861136.1",2318
"111565343","XM_023265382.3","XP_023121150.2",625
"111565328","XM_023265358.3","XP_023121126.1",2582
"111565328","XM_023265357.3","XP_023121125.1",2565
"111565346","XM_023265386.3","XP_023121154.1",3644
"111565339","XM_023265376.3","XP_023121144.2",5446
"111565340","XM_055005157.1","XP_054861132.1",1178
"111565340","XM_023265378.3","XP_023121146.2",1243
"111565340","XM_023265377.3","XP_023121145.2",1161
"111565373","XM_023265423.3","XP_023121191.2",1184
"111565372","XM_023265422.3","XP_023121190.1",1381
"111565364","XM_023265411.3","XP_023121179.1",1649
"111565351","XM_023265395.3","XP_023121163.1",5445
"111565344","XM_035945988.2","XP_035801881.2",5720
"111565365","XM_023265412.3","XP_023121180.2",2067
"111565357","XM_023265402.3","XP_023121170.1",1144
"111565357","XM_023265401.3","XP_023121169.1",1150
"111565333","XM_023265366.3","XP_023121134.1",2748
"111565333","XM_055005158.1","XP_054861133.1",2736
"111565332","XM_023265365.3","XP_023121133.2",3974
"111565332","XM_023265364.3","XP_023121132.2",4018
"111565335","XM_023265369.3","XP_023121137.1",2041
"111565324","XM_035945991.2","XP_035801884.2",5887
"111565324","XM_035945990.2","XP_035801883.2",5893
"111565324","XM_035945995.2","XP_035801888.2",5854
"111565324","XM_055005147.1","XP_054861122.1",5842
"111565324","XM_035945994.2","XP_035801887.2",5875
"111565324","XM_023265350.3","XP_023121118.2",5866
"111565324","XM_023265351.3","XP_023121119.2",5848
"111565324","XM_023265332.3","XP_023121100.2",5925
"111565324","XM_035945993.2","XP_035801886.2",5874
"111565324","XM_035945989.2","XP_035801882.2",5907
