"geneID","transcriptID","proteinID","symbol","description"
111571672,"XM_023274944.3","XP_023130712","sumo3a_ENSAOCG00000018240","small ubiquitin like modifier 3a"
111571671,"XM_023274943.3","XP_023130711","LOC111571671_TSPEAR","thrombospondin-type laminin G domain and EAR repeat-containing protein-like"
111571683,"XM_055005542.1","XP_054861517","usp40_ENSAOCG00000018160","ubiquitin specific peptidase 40"
111573276,"XM_055005823.1","XP_054861798","si:ch211-266g18.10","titin"
111573250,"XM_023277318.3","XP_023133086","LOC111573250","E3 ubiquitin ligase TRAF3IP2-like"
111573260,"XM_023277329.3","XP_023133097","LOC111573260_fyna","tyrosine-protein kinase fyna"
111573278,"XM_023277361.3","XP_023133129","marcksb","myristoylated alanine-rich protein kinase C substrate b"
111573268,"XM_023277341.3","XP_023133109","col10a1a","collagen, type X, alpha 1a"
111573290,"XM_023277381.3","XP_023133149","si:ch211-266g18.9_ENSAOCG00000019202","transforming growth factor-beta receptor-associated protein 1"
111573265,"XM_055006222.1","XP_054862197","fhl5","four and a half LIM domains 5"
111573291,"XM_023277382.3","XP_023133150","fut9a","fucosyltransferase 9a"
111573274,"XM_023277355.3","XP_023133123","manea","mannosidase, endo-alpha"
111573267,"XM_023277340.2","XP_023133108","LOC111573267_ppp1cb","serine/threonine-protein phosphatase PP1-beta catalytic subunit-like"
111573275,"XM_023277359.3","XP_023133127","plb1","phospholipase B1"
111573300,"XM_023277395.3","XP_023133163","LOC111573300_ypel5","protein yippee-like 5"
111573298,"XM_023277393.3","XP_023133161","lclat1","lysocardiolipin acyltransferase 1"
111573297,"XM_023277392.3","XP_023133160","lbh","LBH regulator of WNT signaling pathway"
111573266,"XM_035951463.2","XP_035807356","bmp4","bone morphogenetic protein 4"
111573281,"XM_055006051.1","XP_054862026","ddhd1a_DDHD1","DDHD domain containing 1a"
111573273,"XM_023277349.3","XP_023133117","fermt2","FERM domain containing kindlin 2"
111573287,"XM_055006133.1","XP_054862108","stxbp6","syntaxin binding protein 6 (amisyn)"
111573280,"XM_023277363.3","XP_023133131","gjd2b_ENSAOCG00000018743","gap junction protein delta 2b"
111573261,"XM_023277331.3","XP_023133099","LOC111573261_actc2","actin alpha cardiac muscle 1"
111573271,"XM_035951484.2","XP_035807377","aqr","aquarius intron-binding spliceosomal factor"
111573282,"XM_023277366.3","XP_023133134","si:ch211-235i11.4","zinc finger protein 770"
111573295,"XM_035951465.2","XP_035807358","dph6","diphthamine biosynthesis 6"
111573284,"XM_023277370.3","XP_023133138","cdin1","CDAN1 interacting nuclease 1"
111573269,"XM_023277345.3","XP_023133113","meis2a_ENSAOCG00000018396","Meis homeobox 2a"
111573272,"XM_023277348.3","XP_023133116","spred1","sprouty related EVH1 domain containing 1"
111573264,"XM_023277335.3","XP_023133103","fam98b","family with sequence similarity 98 member B"
111573263,"XM_023277333.3","XP_023133101","ptpn21","protein tyrosine phosphatase non-receptor type 21"
111573289,"XM_055005556.1","XP_054861531","spata7","spermatogenesis associated 7"
111573279,"XM_023277362.3","XP_023133130","kcnk10b","potassium channel, subfamily K, member 10b"
129347743,"XM_055005734.1","XP_054861709","LOC129347743","psychosine receptor-like"
111573253,"XM_055005735.1","XP_054861710","LOC111573253","B2 bradykinin receptor-like"
118469107,"XM_035951476.2","XP_035807369","LOC118469107","B2 bradykinin receptor-like.6"
129347744,"XM_055005736.1","XP_054861711","LOC129347744","B2 bradykinin receptor-like.7"
111573256,"XM_023277325.3","XP_023133093","LOC111573256_BDKRB2","B2 bradykinin receptor-like.1"
111573257,"XM_055005737.1","XP_054861712","LOC111573257","B2 bradykinin receptor-like.2"
111573283,"XM_055006218.1","XP_054862193","LOC111573283_BDKRB2","B2 bradykinin receptor-like.4"
111573299,"XM_023277394.3","XP_023133162","bdkrb1","bradykinin receptor B1"
111573258,"XM_023277327.3","XP_023133095","LOC111573258","B2 bradykinin receptor-like.3"
111573294,"XM_023277388.3","XP_023133156","LOC111573294","B2 bradykinin receptor-like.5"
111573259,"XM_023277328.3","XP_023133096","LOC111573259","uncharacterized protein C14orf132"
129347683,"XM_055005535.1","XP_054861510","LOC129347683","protein TUNAR-like"
111573296,"XM_023277391.3","XP_023133159","LOC111573296","uncharacterized LOC111573296"
111573293,"XM_023277386.3","XP_023133154","LOC111573293_ENSAOCG00000018005","kelch domain-containing protein 1"
111573288,"XM_023277375.3","XP_023133143","pole2","polymerase (DNA directed), epsilon 2"
111573330,"XM_023277434.3","XP_023133202","klhdc2","kelch domain containing 2"
111573329,"XM_023277433.3","XP_023133201","LOC111573329_NEMF","ribosome quality control complex subunit NEMF"
111573328,"XM_055005602.1","XP_054861577","LOC111573328_MOK","MAPK/MAK/MRK overlapping kinase"
111573327,"XM_023277428.3","XP_023133196","wdr20a_WDR20","WD repeat domain 20a"
111573337,"XM_023277445.3","XP_023133213","LOC111573337","uncharacterized LOC111573337"
111573336,"XM_023277444.3","XP_023133212","dync1h1","dynein, cytoplasmic 1, heavy chain 1"
111573338,"XM_023277449.3","XP_023133217","tmem30b","transmembrane protein 30B"
111573331,"XM_023277438.3","XP_023133206","kdm1a","lysine (K)-specific demethylase 1a"
111573333,"XM_023277439.3","XP_023133207","luzp1","leucine zipper protein 1"
111573339,"XM_023277452.3","XP_023133220","ptafr","platelet-activating factor receptor"
111573346,"XM_023277460.3","XP_023133228","LOC111573346","uncharacterized LOC111573346"
111573345,"XM_023277459.3","XP_023133227","pacrg","PARK2 co-regulated"
111573325,"XM_023277425.3","XP_023133193","qkia","QKI, KH domain containing, RNA binding a"
111573324,"XM_023277424.3","XP_023133192","ctsl.1","cathepsin L.1"
111573344,"XM_023277458.3","XP_023133226","vgll2b","vestigial-like family member 2b"
111573335,"XM_023277441.3","XP_023133209","ythdf2","YTH N6-methyladenosine RNA binding protein F2"
111573341,"XM_023277453.3","XP_023133221","msrab_ENSAOCG00000001106","methionine sulfoxide reductase Ab"
111573334,"XM_023277440.3","XP_023133208","id3","inhibitor of DNA binding 3"
111573342,"XM_023277454.3","XP_023133222","e2f2_ENSAOCG00000016070","E2F transcription factor 2"
111573343,"XM_023277457.3","XP_023133225","asap3","ArfGAP with SH3 domain, ankyrin repeat and PH domain 3"
111585948,"XM_023295614.3","XP_023151382","LOC111585948","uncharacterized LOC111585948"
111586319,"XM_023296013.3","XP_023151781","rps6ka1","ribosomal protein S6 kinase a, polypeptide 1"
111586304,"XM_023296008.3","XP_023151776","cnksr1","connector enhancer of kinase suppressor of Ras 1"
111586283,"XM_023295989.3","XP_023151757","cldn23l_ENSAOCG00000006082","claudin 23-like"
111586205,"XM_023295901.3","XP_023151669","grhl3_ENSAOCG00000006071","grainyhead-like transcription factor 3"
111586071,"XM_023295764.3","XP_023151532","nipal3","NIPA like domain containing 3"
111586154,"XM_023295844.3","XP_023151612","rcan3","regulator of calcineurin 3"
111586292,"XM_023296001.3","XP_023151769","ncmap_si:dkey-221l4.10","non-compact myelin associated protein"
111586129,"XM_023295814.3","XP_023151582","tmem234","transmembrane protein 234"
111586101,"XM_023295801.3","XP_023151569","dcdc2b","doublecortin domain containing 2B"
111586029,"XM_035941838.2","XP_035797731","iqcc","IQ motif containing C"
111586009,"XM_023295672.3","XP_023151440","fancm_ENSAOCG00000005920","FA complementation group M"
111586018,"XM_023295683.3","XP_023151451","soul3","heme-binding protein soul3"
111586141,"XM_023295831.3","XP_023151599","LOC111586141_SLC25A29","mitochondrial basic amino acids transporter"
111586056,"XM_023295739.3","XP_023151507","wars1","tryptophanyl-tRNA synthetase 1"
111586061,"XM_023295752.2","XP_023151520","wdr25","WD repeat domain 25"
111586266,"XM_035941765.2","XP_035797658","LOC111586266_ENSAOCG00000005823","uncharacterized LOC111586266"
111586088,"XM_023295791.3","XP_023151559","LOC111586088_DLK1","protein delta homolog 1"
111586185,"XM_023295881.3","XP_023151649","dio3a","iodothyronine deiodinase 3a"
111577958,"XM_023284493.3","XP_023140261","tonsl","tonsoku-like, DNA repair protein"
111582960,"XM_035957976.2","XP_035813869","htr1d_ENSAOCG00000013906","5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled"
111582954,"XM_023291846.2","XP_023147614","rpl13a","ribosomal protein L13a"
111582959,"XM_023291855.3","XP_023147623","atp5if1b","ATP synthase inhibitory factor subunit 1b"
111582958,"XM_023291853.3","XP_023147621","zmpste24","zinc metallopeptidase, STE24 homolog"
111582961,"XM_023291857.3","XP_023147625","rlf_ENSAOCG00000002798","RLF zinc finger"
111582962,"XM_023291858.3","XP_023147626","znf593","zinc finger protein 593"
111582957,"XM_035957981.2","XP_035813874","selenon","selenoprotein N"
111582955,"XM_023291849.3","XP_023147617","si:ch211-15d5.11_ENSAOCG00000014114","nuclear receptor coactivator 7.2"
111577956,"XM_023284486.3","XP_023140254","mtfr1l","mitochondrial fission regulator 1-like"
111577960,"XM_023284496.3","XP_023140264","stac","SH3 and cysteine rich domain"
111577967,"XM_023284512.3","XP_023140280","LOC111577967_ENSAOCG00000018052","antimicrobial peptide NK-lysin-like"
111577950,"XM_023284481.3","XP_023140249","LOC111577950_GABRR1","gamma-aminobutyric acid receptor subunit rho-1"
111577964,"XM_023284510.3","XP_023140278","LOC111577964","cannabinoid receptor type 1B-like"
111577955,"XM_023284485.3","XP_023140253","LOC111577955_akirin2","akirin-2-like"
111577957,"XM_023284490.3","XP_023140258","orc3","origin recognition complex, subunit 3"
111577965,"XM_023284511.3","XP_023140279","znf292a","zinc finger protein 292a"
111577951,"XM_023284482.3","XP_023140250","cga","glycoprotein hormones, alpha polypeptide"
111577963,"XM_023284507.3","XP_023140275","LOC111577963_syncripl","heterogeneous nuclear ribonucleoprotein Q-like"
111577962,"XM_023284502.3","XP_023140270","LOC111577962_SNX14","sorting nexin-14"
111577968,"XM_023284513.3","XP_023140281","LOC111577968_nt5e","snake venom 5'-nucleotidase"
111577969,"XM_023284514.3","XP_023140282","htr1b","5-hydroxytryptamine (serotonin) receptor 1B"
111577948,"XM_055005958.1","XP_054861933","impg1b","interphotoreceptor matrix proteoglycan 1b"
111577953,"XM_023284484.3","XP_023140252","myo6b","myosin VIb"
111577952,"XM_035954735.2","XP_035810628","colec11","collectin sub-family member 11"
111577959,"XM_035954722.2","XP_035810615","LOC111577959","doublecortin domain-containing protein 2"
111588696,"XM_023299198.3","XP_023154966","sox11a","SRY-box transcription factor 11a"
111588694,"XM_023299195.3","XP_023154963","cmpk2","cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial"
111588695,"XM_055005553.1","XP_054861528","rsad2","radical S-adenosyl methionine domain containing 2"
111565940,"XM_055005924.1","XP_054861899","rnf144aa","ring finger protein 144aa"
111565937,"XM_023266264.3","XP_023122032","id2a","inhibitor of DNA binding 2a"
111565935,"XM_023266259.3","XP_023122027","kidins220a_KIDINS220","kinase D-interacting substrate 220a"
111565941,"XM_023266269.3","XP_023122037","mboat2a_MBOAT2","membrane bound O-acyltransferase domain containing 2a"
111565926,"XM_035946434.2","XP_035802327","asap2a","ArfGAP with SH3 domain, ankyrin repeat and PH domain 2a"
111565928,"XM_023266242.3","XP_023122010","itgb1bp1","integrin beta 1 binding protein 1"
111565927,"XM_023266241.3","XP_023122009","LOC111565927_CPSF3","cleavage and polyadenylation specificity factor subunit 3"
111565938,"XM_023266265.3","XP_023122033","LOC111565938","dnaJ homolog subfamily C member 30, mitochondrial-like"
111565939,"XM_055005519.1","XP_054861494","si:dkey-13p1.4_ENSAOCG00000010004","transmembrane protein 151B"
129347823,"XM_055006251.1","XP_054862226","LOC129347823","protein kintoun-like"
111565943,"XM_023266271.3","XP_023122039","LOC111565943_lrr1","leucine-rich repeat protein 1"
111565942,"XM_023266270.3","XP_023122038","LOC111565942_ENSAOCG00000009963","protein kintoun"
111565936,"XM_023266262.3","XP_023122030","LOC111565936_klf11b","Krueppel-like factor 11"
111565934,"XM_035946446.2","XP_035802339","grhl1","grainyhead-like transcription factor 1"
111565932,"XM_023266252.3","XP_023122020","LOC111565932_ENSAOCG00000009844","14-3-3 protein zeta"
111565930,"XM_023266248.3","XP_023122016","adam17a","ADAM metallopeptidase domain 17a"
111565931,"XM_023266251.3","XP_023122019","iah1","isoamyl acetate hydrolyzing esterase 1 (putative)"
111565929,"XM_023266245.3","XP_023122013","rpap1","RNA polymerase II associated protein 1"
111582670,"XM_035957781.2","XP_035813674","ltk","leukocyte receptor tyrosine kinase"
111582672,"XM_023291489.3","XP_023147257","itpka","inositol-trisphosphate 3-kinase A"
111582669,"XM_023291485.3","XP_023147253","ivd","isovaleryl-CoA dehydrogenase"
111582671,"XM_023291487.3","XP_023147255","bahd1_ENSAOCG00000001871","bromo adjacent homology domain containing 1"
111582676,"XM_023291491.3","XP_023147259","prlh2r_PRLHR","prolactin releasing hormone 2 receptor"
111582673,"XM_023291490.3","XP_023147258","ccdc32","coiled-coil domain containing 32"
111582674,"XM_055006243.1","XP_054862218","pcmtl","l-isoaspartyl protein carboxyl methyltransferase, like.1"
111588540,"XM_023298975.3","XP_023154743","rpusd2","RNA pseudouridine synthase domain containing 2"
111588539,"XM_023298974.3","XP_023154742","disp2","dispatched homolog 2 (Drosophila)"
111588538,"XM_023298971.3","XP_023154739","pkdccb_ENSAOCG00000015281","protein kinase domain containing, cytoplasmic b"
111588534,"XM_023298962.3","XP_023154730","eml1","EMAP like 1"
111588535,"XM_035943214.2","XP_035799107","evla","Enah/Vasp-like a"
111588537,"XM_023298970.3","XP_023154738","degs2","delta(4)-desaturase, sphingolipid 2"
111588533,"XM_023298959.3","XP_023154727","yy1a_YY1","YY1 transcription factor a"
111588532,"XM_023298958.3","XP_023154726","tpp1","tripeptidyl peptidase I"
111578949,"XM_023285957.3","XP_023141725","mis18bp1_ENSAOCG00000000450","MIS18 binding protein 1"
111578923,"XM_023285911.3","XP_023141679","LOC111578923_si:dkey-33c12.12","serine protease HTRA2, mitochondrial"
111578922,"XM_023285910.3","XP_023141678","hif1aa_hif1ab","hypoxia inducible factor 1 subunit alpha a"
111578925,"XM_023285916.3","XP_023141684","prkcha","protein kinase C, eta, a"
111578948,"XM_055005875.1","XP_054861850","slc38a6","solute carrier family 38 member 6"
111578939,"XM_023285944.3","XP_023141712","trmt5","tRNA methyltransferase 5"
111578940,"XM_023285945.3","XP_023141713","mnat1","MNAT1 component of CDK activating kinase"
111578910,"XM_023285897.3","XP_023141665","six4a","SIX homeobox 4a"
111578912,"XM_023285898.3","XP_023141666","LOC111578912_six1b","homeobox protein six1b"
111578950,"XM_023285961.3","XP_023141729","six6a","SIX homeobox 6a"
111578919,"XM_023285907.3","XP_023141675","ppm1aa","protein phosphatase, Mg2+/Mn2+ dependent, 1Aa"
111578962,"XM_023285991.3","XP_023141759","dhrs7","dehydrogenase/reductase (SDR family) member 7"
111578973,"XM_023286001.3","XP_023141769","pcnx4","pecanex 4"
111578915,"XM_023285900.3","XP_023141668","lrrc9","leucine rich repeat containing 9"
111578924,"XM_023285912.3","XP_023141680","rtn1a_rtn1b","reticulon 1a"
111578930,"XM_023285925.3","XP_023141693","tdrd9","tudor domain containing 9"
111578931,"XM_023285927.3","XP_023141695","rd3l_ENSAOCG00000007280","RD3 like"
111578942,"XM_023285947.3","XP_023141715","kif15","kinesin family member 15"
111578941,"XM_023285946.3","XP_023141714","tacc3","transforming, acidic coiled-coil containing protein 3"
111578918,"XM_023285905.3","XP_023141673","LOC111578918_FGFRL1","fibroblast growth factor receptor-like 1"
111578917,"XM_023285902.3","XP_023141670","zfyve28","zinc finger, FYVE domain containing 28"
111578916,"XM_055006099.1","XP_054862074","cfap99","cilia and flagella associated protein 99"
111578963,"XM_035955331.2","XP_035811224","si:dkey-21a6.5_ENSAOCG00000001946","major surface trophozoite antigen 11"
111578964,"XM_023285993.3","XP_023141761","mrpl35","mitochondrial ribosomal protein L35"
111578937,"XM_055006061.1","XP_054862036","reep1_ENSAOCG00000006734","receptor accessory protein 1"
111578938,"XM_023285942.3","XP_023141710","chmp3","charged multivesicular body protein 3"
111578909,"XM_035955359.2","XP_035811252","hspa4l","heat shock protein 4 like"
111578908,"XM_023285894.3","XP_023141662","plk4","polo-like kinase 4 (Drosophila)"
111578952,"XM_023285964.3","XP_023141732","itpk1b_ITPK1","inositol-tetrakisphosphate 1-kinase b"
111578956,"XM_023285972.3","XP_023141740","LOC111578956_UBR7","putative E3 ubiquitin-protein ligase UBR7.1"
111578944,"XM_023285948.3","XP_023141716","btbd7","BTB (POZ) domain containing 7"
111578974,"XM_023286003.3","XP_023141771","si:dkey-85n7.8_ENSAOCG00000006341","COX8 domain-containing protein"
111578958,"XM_023285975.3","XP_023141743","LOC111578958_UNC79","protein unc-79 homolog"
111578957,"XM_023285974.3","XP_023141742","prima1","proline rich membrane anchor 1"
111578972,"XM_023286000.3","XP_023141768","LOC111578972","protein FAM181A"
111578902,"XM_023285882.3","XP_023141650","LOC111578902_asb2b","ankyrin repeat and SOCS box protein 2-like.1"
111578904,"XM_023285890.3","XP_023141658","si:ch1073-416d2.4","uncharacterized si:ch1073-416d2.4"
111578906,"XM_023285893.3","XP_023141661","LOC111578906_OTUB2","ubiquitin thioesterase OTUB2"
111578900,"XM_023285881.3","XP_023141649","ddx24","DEAD (Asp-Glu-Ala-Asp) box helicase 24"
111578903,"XM_023285889.3","XP_023141657","LOC111578903_SERPINA10","protein Z-dependent protease inhibitor-like.1"
111578905,"XM_023285892.3","XP_023141660","atxn3","ataxin 3"
111578899,"XM_023285879.3","XP_023141647","ubr1","ubiquitin protein ligase E3 component n-recognin 1"
111578965,"XM_023285994.3","XP_023141762","prph2la_ENSAOCG00000005918","peripherin 2-like a"
118471327,"XM_055005997.1","XP_054861972","LOC118471327","protein ELYS-like"
111578971,"XM_023285998.3","XP_023141766","LOC111578971_TMEM179","transmembrane protein 179"
111578970,"XM_055006107.1","XP_054862082","c20h14orf180_ENSAOCG00000005891","chromosome 20 C14orf180 homolog"
111578936,"XM_035955351.2","XP_035811244","kif26ab_KIF26A","kinesin family member 26Ab"
111578928,"XM_023285921.3","XP_023141689","aspg","asparaginase homolog (S. cerevisiae)"
111584542,"XM_023293701.3","XP_023149469","arf6b","ADP-ribosylation factor 6b"
111584555,"XM_023293714.3","XP_023149482","vcpkmt","valosin containing protein lysine (K) methyltransferase"
111584552,"XM_035940727.2","XP_035796620","msh4","mutS homolog 4"
111584540,"XM_023293694.3","XP_023149462","ktn1","kinectin 1"
111584550,"XM_023293710.3","XP_023149478","peli2","pellino E3 ubiquitin protein ligase family member 2"
111584543,"XM_035940726.2","XP_035796619","tmem260","transmembrane protein 260"
111584548,"XM_023293708.3","XP_023149476","otx2b","orthodenticle homeobox 2b"
111584544,"XM_023293704.3","XP_023149472","exoc5","exocyst complex component 5"
111584547,"XM_023293707.3","XP_023149475","ap5m1","adaptor related protein complex 5 subunit mu 1"
118469137,"XM_035940721.2","XP_035796614","LOC118469137","uncharacterized LOC118469137"
111584554,"XM_035940718.2","XP_035796611","slc35f4","solute carrier family 35 member F4"
111584551,"XM_023293711.3","XP_023149479","pgfb_ENSAOCG00000000373","placental growth factor b"
111582498,"XM_023291195.3","XP_023146963","cipca","CLOCK-interacting pacemaker a"
111582500,"XM_023291197.3","XP_023146965","zdhhc22","zinc finger DHHC-type palmitoyltransferase 22"
111583161,"XM_055006146.1","XP_054862121","tmem63c","transmembrane protein 63C"
111583160,"XM_023292115.3","XP_023147883","ngb","neuroglobin"
111583158,"XM_023292113.3","XP_023147881","fam161b","FAM161 centrosomal protein B"
111583159,"XM_023292114.3","XP_023147882","coq6","coenzyme Q6 monooxygenase"
111583163,"XM_035958082.2","XP_035813975","entpd5a_ENTPD5","ectonucleoside triphosphate diphosphohydrolase 5a"
111583156,"XM_023292108.3","XP_023147876","si:ch211-163l21.10_BBOF1","basal body-orientation factor 1"
111583155,"XM_023292107.3","XP_023147875","aldh6a1","aldehyde dehydrogenase 6 family, member A1"
111583157,"XM_023292110.3","XP_023147878","gstz1","glutathione S-transferase zeta 1"
111583154,"XM_023292104.2","XP_023147872","zgc:163014","uncharacterized LOC111583154"
111572689,"XM_023276442.3","XP_023132210","tmed8","transmembrane p24 trafficking protein 8"
111572684,"XM_023276434.3","XP_023132202","noxred1_ENSAOCG00000020915","NADP-dependent oxidoreductase domain containing 1"
111572680,"XM_023276429.3","XP_023132197","LOC111572680_ATG2B","autophagy-related protein 2 homolog B"
111572681,"XM_023276432.3","XP_023132200","gskip","gsk3b interacting protein"
111572688,"XM_023276439.3","XP_023132207","LOC111572688_npc2.1","NPC intracellular cholesterol transporter 2"
111572687,"XM_023276438.3","XP_023132206","LOC111572687_isca2","iron-sulfur cluster assembly 2 homolog, mitochondrial"
111572683,"XM_055006101.1","XP_054862076","eml5","EMAP like 5"
111572690,"XM_035951075.2","XP_035806968","ttc8","tetratricopeptide repeat domain 8"
111572691,"XM_023276448.3","XP_023132216","LOC111572691_ENSAOCG00000021351","CD209 antigen-like protein E.3"
111572692,"XM_023276449.3","XP_023132217","LOC111572692_ENSAOCG00000021388","CD209 antigen-like protein E.4"
111572693,"XM_023276450.3","XP_023132218","LOC111572693_ENSAOCG00000021396","CD209 antigen-like protein E.5"
111572685,"XM_023276435.3","XP_023132203","LOC111572685_ENSAOCG00000021417","CD209 antigen-like protein E.2"
111574570,"XM_055006087.1","XP_054862062","LOC111574570_NEK9","serine/threonine-protein kinase Nek9"
111574577,"XM_023279262.3","XP_023135030","LOC111574577","zinc finger C2HC domain-containing protein 1C"
111574575,"XM_023279260.3","XP_023135028","acyp1_ENSAOCG00000013146","acylphosphatase 1, erythrocyte (common) type"
111574574,"XM_055006204.1","XP_054862179","mlh3_ENSAOCG00000013184","mutL homolog 3 (E. coli)"
111574573,"XM_023279258.3","XP_023135026","fosaa_ENSAOCG00000013202","v-fos FBJ murine osteosarcoma viral oncogene homolog Aa"
111574576,"XM_023279261.3","XP_023135029","jdp2a_JDP2","Jun dimerization protein 2a"
111574571,"XM_055005768.1","XP_054861743","flvcr2a_FLVCR2","FLVCR heme transporter 2a"
111574572,"XM_023279256.3","XP_023135024","erg28","ergosterol biosynthesis 28 homolog"
111572019,"XM_055006236.1","XP_054862211","ttll5","tubulin tyrosine ligase-like family, member 5"
111572013,"XM_023275474.3","XP_023131242","tgfb3","transforming growth factor, beta 3"
111578305,"XM_023284992.2","XP_023140760","LOC111578305_ENSAOCG00000004815","intraflagellar transport protein 43 homolog A"
111578304,"XM_035954958.2","XP_035810851","LOC111578304_GPATCH2L","G patch domain-containing protein 2-like"
111577215,"XM_055005608.1","XP_054861583","esrrb","estrogen-related receptor beta"
111577234,"XM_055005604.1","XP_054861579","prox2","prospero homeobox 2"
111577217,"XM_023283367.3","XP_023139135","dlst","dihydrolipoamide S-succinyltransferase"
111577222,"XM_035954268.2","XP_035810161","rps6kl1","ribosomal protein S6 kinase-like 1"
111577225,"XM_023283380.3","XP_023139148","LOC111577225_ENSAOCG00000003698","olfactomedin-4-like"
111577224,"XM_023283379.3","XP_023139147","olfm4.1_ENSAOCG00000003710","olfactomedin 4, tandem duplicate 1"
111577233,"XM_023283385.3","XP_023139153","LOC111577233_LRRC74A","leucine-rich repeat-containing protein 74A"
111577221,"XM_023283371.3","XP_023139139","angel1","angel homolog 1 (Drosophila)"
111577226,"XM_023283381.3","XP_023139149","vash1","vasohibin 1"
111577220,"XM_023283370.3","XP_023139138","fcf1","FCF1 rRNA-processing protein"
111577218,"XM_023283369.3","XP_023139137","arel1","apoptosis resistant E3 ubiquitin protein ligase 1"
111577216,"XM_023283365.3","XP_023139133","LOC111577216_ENSAOCG00000003791","latent-transforming growth factor beta-binding protein 2"
111577223,"XM_023283377.3","XP_023139145","pomt2","protein-O-mannosyltransferase 2"
111577230,"XM_023283382.3","XP_023139150","lin52","lin-52 DREAM MuvB core complex component"
111577232,"XM_023283384.3","XP_023139152","vsx2","visual system homeobox 2"
111583649,"XM_023292835.3","XP_023148603","LOC111583649_SYNDIG1L","synapse differentiation-inducing gene protein 1-like.1"
111583646,"XM_055006253.1","XP_054862228","LOC111583646_RASGRP1","RAS guanyl-releasing protein 1"
111583647,"XM_023292833.3","XP_023148601","exd1_ENSAOCG00000009355","exonuclease 3'-5' domain containing 1"
111583650,"XM_023292836.3","XP_023148604","LOC111583650_DLL4","delta-like protein 4"
111583648,"XM_023292834.3","XP_023148602","LOC111583648_CHAC1","glutathione-specific gamma-glutamylcyclotransferase 1-like"
111583645,"XM_023292830.3","XP_023148598","LOC111583645_RHOV","rho-related GTP-binding protein RhoV-like"
111588178,"XM_023298394.3","XP_023154162","LOC111588178_RGS6","regulator of G-protein signaling 6-like"
111588168,"XM_023298372.3","XP_023154140","LOC111588168_SIPA1L1","signal-induced proliferation-associated 1-like protein 1.1"
111588174,"XM_023298381.3","XP_023154149","gpx2","glutathione peroxidase 2"
111588191,"XM_023298413.3","XP_023154181","LOC111588191_RAB15","ras-related protein Rab-15-like"
111588183,"XM_023298404.3","XP_023154172","LOC111588183_MAX","protein max-like"
111588196,"XM_023298418.3","XP_023154186","LOC111588196_SLC10A1","hepatic sodium/bile acid cotransporter-like"
111588179,"XM_023298396.3","XP_023154164","LOC111588179_ENSAOCG00000010120","sushi domain-containing protein 4-like"
111588180,"XM_023298397.3","XP_023154165","fsip1_ENSAOCG00000010104","fibrous sheath interacting protein 1"
111588169,"XM_023298375.3","XP_023154143","LOC111588169_THBS1","thrombospondin-1-like"
111587664,"XM_035942679.2","XP_035798572","LOC111587664_ENSAOCG00000003390","KATNB1-like protein 1"
111587663,"XM_023297716.3","XP_023153484","acp7","acid phosphatase 7, tartrate resistant (putative)"
111587666,"XM_023297720.3","XP_023153488","zgc:194887","uncharacterized LOC111587666"
111587665,"XM_023297719.3","XP_023153487","chrm5a","cholinergic receptor, muscarinic 5a"
111587668,"XM_055005896.1","XP_054861871","LOC111587668","ryanodine receptor 3-like"
111562598,"XM_055006063.1","XP_054862038","LOC111562598_FMN1","formin"
111562652,"XM_023261307.3","XP_023117075","grem1b_GREM1","gremlin 1b"
111562659,"XM_035944143.2","XP_035800036","arhgap11a","Rho GTPase activating protein 11A"
111562555,"XM_023261144.3","XP_023116912","LOC111562555_ENSAOCG00000019709","actin, alpha cardiac muscle"
111562530,"XM_023261115.3","XP_023116883","eif2ak4","eukaryotic translation initiation factor 2 alpha kinase 4"
111562540,"XM_023261127.3","XP_023116895","crim1_ENSAOCG00000019838","cysteine rich transmembrane BMP regulator 1 (chordin-like)"
111570524,"XM_023273339.3","XP_023129107","bmf1_ENSAOCG00000012078","BCL2 modifying factor 1"
111570514,"XM_035949569.2","XP_035805462","dnajc17","DnaJ (Hsp40) homolog, subfamily C, member 17"
111570521,"XM_023273334.3","XP_023129102","LOC111570521","cytochrome P450 1B1"
129347269,"XM_035949568.2","XP_035805461","LOC129347269","cytochrome P450 1B1-like"
111570517,"XM_023273327.3","XP_023129095","gchfr","GTP cyclohydrolase I feedback regulator"
111570515,"XM_023273325.3","XP_023129093","LOC111570515_ENSAOCG00000011952","cdc42 effector protein 3"
111570518,"XM_023273328.3","XP_023129096","inf2_ENSAOCG00000011945","inverted formin 2"
111570513,"XM_023273323.3","XP_023129091","adss1","adenylosuccinate synthase 1"
111570522,"XM_035949572.2","XP_035805465","siva1","SIVA1, apoptosis-inducing factor"
111570523,"XM_023273337.3","XP_023129105","zbtb42_ENSAOCG00000000731","zinc finger and BTB domain containing 42"
111570511,"XM_023273322.3","XP_023129090","akt1","v-akt murine thymoma viral oncogene homolog 1"
111582267,"XM_023290865.3","XP_023146633","cep170ba_CEP170B","centrosomal protein 170Ba"
111582270,"XM_023290872.3","XP_023146640","LOC111582270_PLD4","5'-3' exonuclease PLD4"
111582269,"XM_023290871.3","XP_023146639","srp14","signal recognition particle 14"
111582268,"XM_035957506.2","XP_035813399","xgb","x globin"
